name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Chicago, IL, United States",2023-04-04,69.2,44.8,52,69.2,38,49.2,47.9,85.8,0.508,100,45.83,rain,0,0,34.7,16.5,84.9,1007.3,98.7,8.8,16.4,1.5,1,,2023-04-04T06:28:30,2023-04-04T19:19:19,0.45,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-04-05,72.7,40.9,60.3,72.7,33.6,58,49.2,66.9,0.202,100,25,rain,0,0,48.8,26.6,231.3,1005.7,76.4,9.8,71.2,6,2,,2023-04-05T06:26:49,2023-04-05T19:20:25,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-04-06,52.7,33,42.8,52.7,25.8,37.7,23.2,47.2,0,0,0,,0,0,28.4,16.5,269.2,1027,48,9.9,184.4,16,7,,2023-04-06T06:25:09,2023-04-06T19:21:31,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-04-07,48,37.9,42.5,43.3,31.7,37.9,24.3,49.3,0,0,0,,0,0,27.7,12.2,66.3,1033.4,20.1,9.9,199.9,17.2,9,,2023-04-07T06:23:29,2023-04-07T19:22:37,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E1098,72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-04-08,63.1,38,50,63.1,33.5,48.7,28.9,48.3,0,0,0,,0,0,24.2,11.6,147.6,1029.4,30.2,9.9,154.8,13.3,8,,2023-04-08T06:21:50,2023-04-08T19:23:44,0.59,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"E1098,72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-04-09,68.1,43,56.2,68.1,39.8,55.7,27.6,37.1,0,0,0,,0,0,22.9,14.9,172.1,1029.6,48.8,9.9,178.3,15.5,9,,2023-04-09T06:20:11,2023-04-09T19:24:50,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E1098,72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-04-10,71.2,48.4,60.6,71.2,45.3,60.3,29.2,31.8,0,0,0,,0,0,19.7,12.4,201.2,1026.9,49.8,9.9,174.8,15.1,7,,2023-04-10T06:18:33,2023-04-10T19:25:56,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E1098,72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-04-11,79.2,53.5,67.1,79.2,53.5,67.1,39.2,36.5,0,0,0,,0,0,30.2,17.7,235.6,1021.4,46.8,9.9,193.9,17,8,,2023-04-11T06:16:55,2023-04-11T19:27:02,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E1098,72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-04-12,82.9,59.1,71.8,80.6,59.1,71.4,42.5,36.3,0,0,0,,0,0,35.5,23.2,229.7,1013.8,14.3,9.9,194.4,17,8,,2023-04-12T06:15:17,2023-04-12T19:28:09,0.73,Clear,Clear conditions throughout the day.,clear-day,"E1098,72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-04-13,83.2,56.8,71.6,80.7,56.8,71,39.4,33,0,0,0,,0,0,25,14.6,212.1,1010.4,37.4,9.9,195.1,16.9,8,10,2023-04-13T06:13:41,2023-04-13T19:29:15,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E1098,72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-04-14,82.4,56.6,70.6,80.4,56.6,70.2,38.9,32.5,0,0,0,,0,0,25.7,11.2,154.2,1008.1,48.4,9.9,153.4,13.2,7,10,2023-04-14T06:12:05,2023-04-14T19:30:21,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-04-15,81.6,66.5,72.9,80.6,66.5,72.8,51.7,48.3,0.062,100,8.33,rain,0,0,42.1,25.6,206.2,1006.7,82.7,9.8,107.2,9.1,7,10,2023-04-15T06:10:29,2023-04-15T19:31:27,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-04-16,68.6,35,48.8,68.6,24.3,43.9,42.7,79.8,0.135,100,58.33,"rain,snow",0,0,36.6,22.7,238.7,1002.7,98.7,8.8,35.6,2.9,2,10,2023-04-16T06:08:55,2023-04-16T19:32:33,0.88,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-04-17,39.4,33,36.6,31,21.8,26.8,26.7,68,0.022,100,25,"rain,snow",0.4,0.3,37.1,22.1,281.4,1004.8,97.2,8.7,41,3.6,2,10,2023-04-17T06:07:21,2023-04-17T19:33:40,0.91,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-04-18,58.1,34.4,45.8,58.1,27.9,42.5,27.2,50,0,0,0,,0,0.1,27.7,12.8,291.7,1013.6,23.7,9.9,146.1,12.5,6,10,2023-04-18T06:05:47,2023-04-18T19:34:46,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-04-19,66.7,44.4,52.2,66.7,40.7,50.5,34.5,52.5,0.054,100,4.17,rain,0,0,30.9,17.3,81.1,1014,79.9,9.9,96.1,8.1,6,10,2023-04-19T06:04:15,2023-04-19T19:35:52,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-04-20,79.6,51.1,65.5,79.6,51.1,65.5,50.8,60.3,0.142,100,29.17,rain,0,0,43,26.8,203.2,1008.9,89.2,9.8,89.2,7.7,4,10,2023-04-20T06:02:43,2023-04-20T19:36:58,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-04-21,61.8,44.8,52.1,61.8,41.7,50.4,35.5,55.1,0,0,0,,0,0,27.9,16.9,252.6,1012.6,83.1,9.9,105.2,9.1,5,10,2023-04-21T06:01:13,2023-04-21T19:38:05,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-04-22,47.6,39,42.7,43.9,29.8,36.7,29.7,60.5,0.035,100,20.83,rain,0,0,34.8,17.6,268.7,1011.4,94.3,9.8,68,6,3,10,2023-04-22T05:59:43,2023-04-22T19:39:11,0.08,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-04-23,42.2,36.2,39.8,38.6,29.3,34.2,28,63.2,0,0,0,,0,0,20.8,11.7,277.2,1018.4,96.9,9.9,36.1,3.1,2,10,2023-04-23T05:58:14,2023-04-23T19:40:17,0.11,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-04-24,53.2,36,44.7,53.2,30.6,41.3,25.1,47.6,0,0,0,,0,0,26.4,16.5,262.9,1021.7,88.1,9.9,88.2,7.7,4,10,2023-04-24T05:56:46,2023-04-24T19:41:23,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-04-25,46.7,37.8,42.5,44.6,31.7,37.3,33.6,71.4,0.16,100,37.5,rain,0,0,25.1,16,30.8,1022,76.1,9,72.2,6.1,3,10,2023-04-25T05:55:19,2023-04-25T19:42:29,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-04-26,49.3,33.6,42.3,45.7,28.3,37.7,29.2,61.5,0,0,0,,0,0,19,11.9,63.6,1024.9,17.3,9.9,169.5,14.6,9,10,2023-04-26T05:53:53,2023-04-26T19:43:35,0.21,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-04-27,65.9,38.1,51.5,65.9,33.6,50.6,30.5,48.2,0,0,0,,0,0,23.9,14.2,129.6,1016.7,49.8,9.9,134,11.6,9,10,2023-04-27T05:52:28,2023-04-27T19:44:41,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-04-28,60.6,47.6,53.6,60.6,45.7,53,34,48.4,0,0,0,,0,0,18.6,13.8,42.9,1010.2,73.6,9.9,99.3,8.6,4,10,2023-04-28T05:51:04,2023-04-28T19:45:47,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-04-29,57.1,43.2,50.2,57.1,39.8,49.4,36.3,59.7,0.08,100,16.67,rain,0,0,26.3,16.8,281.4,1004.5,78,9.5,46.8,4.1,2,10,2023-04-29T05:49:41,2023-04-29T19:46:53,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-04-30,46.8,40.2,43.9,43.2,33.1,37.9,35.5,72.5,0.149,100,37.5,rain,0,0,35,16.9,275.2,997.8,85.8,9.7,65.8,5.7,3,10,2023-04-30T05:48:20,2023-04-30T19:47:58,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-05-01,49.9,40.6,44,44.3,32,36.7,35.7,72.9,0.068,100,33.33,rain,0,0,35.5,21.8,304.2,997.4,98.8,9.4,37.3,3.3,2,10,2023-05-01T05:46:59,2023-05-01T19:49:04,0.37,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-05-02,54.6,42.9,48.1,54.6,35.7,43.4,32,53.9,0,0,0,,0,0,31.1,20.8,327.9,1002.8,95.2,9.9,80.3,6.8,7,10,2023-05-02T05:45:40,2023-05-02T19:50:09,0.4,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-05-03,55.4,40.8,47.6,55.4,34.5,44.3,34.4,60.4,0,0,0,,0,0,26.8,16.5,6.1,1012.9,59.8,9.9,160.3,13.9,9,10,2023-05-03T05:44:22,2023-05-03T19:51:14,0.43,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-05-04,71.6,41.8,57.3,71.6,40.6,56.9,36,48.4,0,0,0,,0,0,21.9,13.3,175.3,1015,30.6,9.9,151.6,13,9,10,2023-05-04T05:43:06,2023-05-04T19:52:19,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-05-05,77.5,55.8,67.5,77.5,55.8,67.5,38.6,36,0,0,0,,0,0,33.3,18.2,171.8,1015.9,54.4,9.9,158.1,13.7,8,10,2023-05-05T05:41:50,2023-05-05T19:53:24,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-05-06,77.4,59.6,67.9,77.4,59.6,67.9,50.4,54.3,0.027,100,16.67,rain,0,0,29.4,17.4,154.2,1016.1,94.4,9.9,55.8,4.9,2,10,2023-05-06T05:40:36,2023-05-06T19:54:28,0.54,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-05-07,83.9,59.6,70.6,83.8,59.6,70.7,58.9,67.6,0.04,100,8.33,rain,0,0,24.6,17,127.8,1011.1,77.1,9.8,130.8,11.4,8,30,2023-05-07T05:39:24,2023-05-07T19:55:32,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-05-08,64.5,51.8,54.7,64.5,51.8,54.7,49.9,84,0.132,100,41.67,rain,0,0,28.5,15.8,36.3,1013.9,93.4,8.1,19.3,1.6,1,10,2023-05-08T05:38:12,2023-05-08T19:56:36,0.61,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-05-09,68.8,48.6,58.8,68.8,46,58.5,43.8,60.5,0,0,0,,0,0,18.3,11.9,43.1,1020.3,55.1,9.5,170.1,14.6,9,10,2023-05-09T05:37:03,2023-05-09T19:57:40,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-05-10,78.4,50.6,64.4,78.4,50.6,64.4,42.2,47.1,0,0,0,,0,0,18.3,12.7,116.7,1020.9,52.4,9.9,171.2,14.8,9,10,2023-05-10T05:35:54,2023-05-10T19:58:43,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-05-11,82.6,56.3,69.7,80.3,56.3,69.3,42.4,39.9,0,0,0,,0,0,16.6,12,126.2,1017.7,60.4,9.9,152.6,13.1,9,10,2023-05-11T05:34:48,2023-05-11T19:59:46,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-05-12,75.3,60.8,68.4,75.3,60.8,68.4,55.9,65.8,0.22,100,33.33,rain,0,0,19.2,10.5,79,1015.9,95.5,8.8,46.3,3.9,3,10,2023-05-12T05:33:42,2023-05-12T20:00:48,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-05-13,66.6,57,61.1,66.6,57,61.1,52.8,74.5,0.016,100,12.5,rain,0,0,23,14.8,35.2,1019.7,99,9.2,46.5,4.1,2,10,2023-05-13T05:32:39,2023-05-13T20:01:50,0.79,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-05-14,63,54.3,58.8,63,54.3,58.8,44.4,59.2,0.017,100,12.5,rain,0,0,23.3,14.8,42.2,1026.2,98.8,9.9,41.1,3.5,2,10,2023-05-14T05:31:36,2023-05-14T20:02:52,0.82,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-05-15,66.5,52.3,59.2,66.5,52.3,59.2,34.9,41.5,0,0,0,,0,0,21.9,13.2,46.7,1025.4,85.1,9.9,181.5,15.8,8,10,2023-05-15T05:30:36,2023-05-15T20:03:52,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-05-16,80.9,51.3,63,79.5,51.3,62.9,40.3,45.8,0,0,0,,0,0,35.2,17.8,327.8,1012.6,74.5,9.9,139.5,11.9,9,10,2023-05-16T05:29:37,2023-05-16T20:04:53,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-05-17,61,46.6,53.2,61,40.4,51.6,38.6,58.2,0,0,0,,0,0,25.3,15.7,34.1,1016,53.1,9.9,178.3,15.2,8,10,2023-05-17T05:28:40,2023-05-17T20:05:53,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-05-18,73.9,46.3,60.2,73.9,44.4,59.6,34.1,41.1,0,0,0,,0,0,20.6,12,132.3,1016.9,57.4,9.9,137.3,11.8,6,10,2023-05-18T05:27:44,2023-05-18T20:06:52,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-05-19,74.6,58.1,66.3,74.6,58.1,66.3,49,55.3,0.049,100,8.33,rain,0,0,27.1,14.4,264.6,1014,85.5,8.6,66.9,5.7,2,10,2023-05-19T05:26:51,2023-05-19T20:07:50,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-05-20,70.7,49.2,59.8,70.7,45.7,59.5,41.2,51.8,0,0,0,,0,0,21.3,11.2,2.7,1020.2,19.6,9.9,166.4,14.2,8,10,2023-05-20T05:25:59,2023-05-20T20:08:48,0.03,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-05-21,79.8,54,66.9,79.8,54,66.9,40.8,40.6,0,0,0,,0,0,20.8,12.6,213.2,1020.2,16.3,9.9,201.5,17.4,9,10,2023-05-21T05:25:09,2023-05-21T20:09:45,0.07,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-05-22,81.2,55.5,69.4,79.7,55.5,69.3,41.9,39.4,0,0,0,,0,0,22.5,15.2,96.5,1019.4,41.3,9.9,160.6,13.9,8,10,2023-05-22T05:24:20,2023-05-22T20:10:42,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-05-23,83.7,60.2,72.1,81.3,60.2,71.5,43.9,38.3,0,0,0,,0,0,24.2,14,101.8,1018.9,13.8,9.9,158.3,13.6,7,10,2023-05-23T05:23:34,2023-05-23T20:11:37,0.13,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-05-24,67.9,54.2,62,67.9,54.2,62,45.5,54.8,0,0,0,,0,0,33.3,18.5,25.9,1021.2,37.5,9.9,173.4,15,8,10,2023-05-24T05:22:49,2023-05-24T20:12:32,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-05-25,60.7,49.5,54.3,60.7,44.6,54.1,33.1,44.9,0,0,0,,0,0,25.5,16.2,52.7,1025.5,48.1,9.9,153.9,13.3,7,10,2023-05-25T05:22:07,2023-05-25T20:13:25,0.2,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-05-26,69.1,48.8,59.2,69.1,46.7,58.9,34.1,42.6,0,0,0,,0,0,21.9,11.8,43.4,1026.6,17.8,9.9,188.5,16.4,9,10,2023-05-26T05:21:26,2023-05-26T20:14:18,0.23,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-05-27,71.5,48,62,71.5,46.9,61.9,35.8,39.6,0,0,0,,0,0,23,13.8,55.9,1024.7,46.8,9.9,185.6,16,8,10,2023-05-27T05:20:47,2023-05-27T20:15:10,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-05-28,78.2,55.7,67.1,78.2,55.7,67.1,38.2,37.8,0,0,0,,0,0,21.9,13.5,50.2,1019.9,74.7,9.9,193.3,16.8,8,10,2023-05-28T05:20:10,2023-05-28T20:16:01,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-05-29,82.5,55,70.6,80.3,55,70,41.9,38.5,0,0,0,,0,0,18.3,10.9,56,1016,59.9,9.9,186.4,16.1,8,10,2023-05-29T05:19:35,2023-05-29T20:16:50,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-05-30,88.2,62,74.8,85.5,62,74,47.5,39.3,0,0,0,,0,0,19.7,13.7,73.9,1014.3,48.4,9.9,172.8,15,9,10,2023-05-30T05:19:02,2023-05-30T20:17:39,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-05-31,89.7,69.4,78.9,89.5,69.4,79,58.8,50.9,0.077,100,12.5,rain,0,0,32,11.7,162.6,1014.4,57.9,9.9,126.1,11.1,6,30,2023-05-31T05:18:31,2023-05-31T20:18:26,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-06-01,89.5,69.2,78.3,89.7,69.2,78.6,61.4,57.5,0.1,100,4.17,rain,0,0,29.4,13.6,108.6,1016.3,52.6,9.9,176.5,15.1,8,10,2023-06-01T05:18:02,2023-06-01T20:19:12,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-06-02,89.6,67.9,79.2,86.5,67.9,78,53.1,44.5,0,0,0,,0,0,20.8,12.2,62.1,1016.6,53.4,9.9,182.5,15.7,9,10,2023-06-02T05:17:35,2023-06-02T20:19:57,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-06-03,87.4,66.4,76.7,84.8,66.4,76.1,54.4,48.5,0,0,0,,0,0,22.6,16.1,31,1015.7,50.6,9.9,187.3,16.2,9,10,2023-06-03T05:17:10,2023-06-03T20:20:40,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-06-04,75.9,63,70.9,75.9,63,70.9,46.1,43.8,0,0,0,,0,0,23.7,12.7,48,1016.9,37.1,9.8,134.7,11.7,5,10,2023-06-04T05:16:47,2023-06-04T20:21:22,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-06-05,83.7,57.5,70.9,81.2,57.5,70.5,44.5,42.4,0,0,0,,0,0,19.2,12.3,42.3,1017,50.9,9.8,129.1,11.3,9,10,2023-06-05T05:16:27,2023-06-05T20:22:03,0.56,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-06-06,76.8,61.8,68.6,76.8,61.8,68.6,51,53.7,0.016,100,8.33,rain,0,0,27.5,15.7,25.1,1013.9,86.1,8.9,81.2,6.9,4,10,2023-06-06T05:16:08,2023-06-06T20:22:43,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"E1098,72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2023-06-07,73.6,58.7,65.5,73.6,58.7,65.5,44,48.1,0,0,0,,0,0,29,17.8,28.3,1011.8,36.3,9.4,160.7,13.9,8,10,2023-06-07T05:15:51,2023-06-07T20:23:20,0.63,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-06-08,73.8,54.8,64.6,73.8,54.8,64.6,40.9,45.5,0,0,0,,0,0,24.2,13.9,24,1012.4,4.8,9.9,172.2,14.9,8,10,2023-06-08T05:15:36,2023-06-08T20:23:57,0.66,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-06-09,78.4,54.5,68.1,78.4,54.5,68.1,40.6,38.7,0,0,0,,0,0,18.7,11.1,61.8,1012.3,14,9.9,176.6,15.2,9,10,2023-06-09T05:15:24,2023-06-09T20:24:31,0.7,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-06-10,85.6,61.3,74.8,82.5,61.3,73.9,41.7,31.7,0,0,0,,0,0,22.7,10.2,224.4,1008.4,47.7,9.9,169.6,14.7,9,10,2023-06-10T05:15:13,2023-06-10T20:25:05,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
"Chicago, IL, United States",2023-06-11,71.9,53.1,57.8,71.9,53.1,57.8,50.8,78.5,0.057,100,37.5,rain,0,0,33.8,22.9,14.1,1009.1,98.9,9.7,22,1.9,1,10,2023-06-11T05:15:05,2023-06-11T20:25:36,0.77,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
